\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2026-06-29 08:00:12,,,,,,,,,,,,,,
\\For 2026,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2026-05-31,11,13574,385,1041,920,533,5346,701,136,2693,552,1345,13653,79
2026-05-31,12,13850,390,1005,951,597,5478,709,139,2755,560,1361,13944,93
2026-05-31,13,14177,393,1074,948,574,5545,711,137,2766,570,1385,14103,-74
2026-05-31,14,13932,399,999,924,601,5651,713,137,2763,572,1411,14171,239
2026-05-31,15,14276,404,1007,931,656,5763,736,139,2849,577,1462,14524,248
2026-05-31,16,14985,413,1114,962,700,5917,823,143,3003,605,1570,15249,264
2026-05-31,17,15952,417,1125,1024,817,6080,962,147,3167,627,1693,16059,107
2026-05-31,18,16533,427,1107,1071,881,6149,1053,148,3236,611,1766,16449,-84
2026-05-31,19,16721,450,1253,1065,945,6100,1097,150,3247,615,1813,16733,12
2026-05-31,20,16657,456,1270,1039,948,5972,1073,152,3205,602,1795,16510,-147
2026-05-31,21,16314,442,1290,1009,934,5933,1054,153,3201,585,1773,16376,62
2026-05-31,22,15511,434,1219,930,858,5658,969,150,3004,518,1702,15441,-70
2026-05-31,23,14488,417,1151,848,783,5273,876,145,2914,487,1602,14495,7
2026-05-31,24,13570,398,1050,777,736,4892,802,142,2745,509,1536,13586,16
2026-06-01,1,12881,383,1057,738,710,4587,753,141,2640,496,1506,13008,127
2026-06-01,2,12695,367,1085,711,702,4395,729,146,2567,477,1522,12700,6
2026-06-01,3,12534,363,1076,703,692,4294,720,144,2532,471,1561,12555,22
2026-06-01,4,12510,361,1104,707,713,4291,738,142,2547,471,1595,12670,160
2026-06-01,5,12849,348,1020,739,740,4417,786,144,2565,479,1622,12860,11
2026-06-01,6,13686,349,1130,823,774,4802,855,144,2662,530,1691,13760,74
2026-06-01,7,14663,361,1092,892,748,5313,929,147,2858,537,1792,14670,7
2026-06-01,8,15023,390,1164,911,621,5658,885,148,2982,584,1734,15078,54
2026-06-01,9,14942,396,1092,923,477,5881,812,148,3025,573,1674,15001,59
2026-06-01,10,15228,392,1121,970,420,6045,762,144,3089,581,1689,15214,-14
2026-06-01,11,15413,389,1081,960,409,6154,746,142,3335,586,1610,15412,-1
2026-06-01,12,15326,369,1141,974,396,6224,755,140,3100,602,1609,15311,-16
2026-06-01,13,15210,354,1174,987,399,6249,775,138,3119,581,1573,15349,139
2026-06-01,14,15295,356,1138,1022,416,6251,804,138,3196,579,1571,15470,175
2026-06-01,15,15493,363,1107,1082,460,6269,819,139,3258,616,1600,15713,220
2026-06-01,16,16004,364,1158,1113,559,6307,898,101,3298,606,1777,16179,175
2026-06-01,17,16740,377,1218,1176,723,6415,999,63,3341,622,2015,16947,207
2026-06-01,18,17011,396,1175,1187,866,6390,1058,37,3339,549,2074,17071,60
2026-06-01,19,17163,416,1229,1182,950,6303,1123,124,3480,559,1870,17236,73
2026-06-01,20,17182,427,1193,1155,983,6198,1116,141,3413,599,1864,17089,-93
2026-06-01,21,16687,423,1202,1119,977,6139,1099,138,3322,582,1808,16809,122
2026-06-01,22,15832,414,1210,1016,888,5827,1030,125,3106,549,1787,15952,120
2026-06-01,23,14760,390,1075,925,802,5413,925,146,2960,515,1674,14825,64
2026-06-01,24,13765,369,1045,841,762,5037,851,164,2893,477,1505,13944,179
2026-06-02,1,13097,351,1028,787,820,4735,787,218,2739,458,1300,13224,127
2026-06-02,2,12665,344,1060,769,801,4559,750,135,2567,447,1511,12944,279
2026-06-02,3,12504,338,1065,749,807,4460,735,111,2486,457,1574,12782,277
2026-06-02,4,12590,336,1023,747,804,4458,745,155,2550,444,1503,12767,177
2026-06-02,5,13010,330,1081,766,842,4581,778,138,2556,479,1593,13144,134
2026-06-02,6,13827,330,1064,854,782,4953,853,115,2701,517,1687,13856,30
2026-06-02,7,14953,350,1091,932,753,5467,925,118,3030,526,1760,14951,-2
2026-06-02,8,15369,370,1069,955,638,5752,895,97,3166,523,1740,15204,-164
2026-06-02,9,15221,372,1114,968,523,6018,855,110,3205,515,1648,15329,107
2026-06-02,10,15502,370,1090,1001,437,6268,823,117,3194,545,1628,15474,-28
2026-06-02,11,15695,368,1098,1018,399,6423,798,95,3181,560,1654,15592,-103
2026-06-02,12,15793,376,1095,1025,386,6483,788,116,3240,529,1629,15668,-125
2026-06-02,13,15925,400,1151,1047,396,6560,788,126,3169,521,1649,15806,-119
2026-06-02,14,15891,393,1187,1055,410,6581,805,138,3250,532,1672,16024,132
2026-06-02,15,16392,397,1147,1101,480,6709,837,109,3279,534,1759,16351,-41
2026-06-02,16,16933,400,1173,1132,612,6868,927,134,3487,564,1712,17009,76
2026-06-02,17,17783,404,1236,1215,795,6972,1056,138,3587,592,1823,17818,36
2026-06-02,18,18076,402,1218,1236,926,6910,1137,141,3608,609,1876,18063,-13
2026-06-02,19,18129,418,1259,1209,1004,6778,1184,142,3611,641,1920,18165,36
2026-06-02,20,17853,434,1300,1190,1021,6597,1172,142,3546,629,1928,17959,106
2026-06-02,21,17555,427,1257,1139,1003,6467,1144,140,3526,603,1883,17587,31
2026-06-02,22,16468,418,1237,1060,921,6064,1061,141,3279,539,1788,16507,39
2026-06-02,23,14939,397,1105,954,836,5563,962,138,3001,551,1663,15171,232
2026-06-02,24,13893,378,1082,863,770,5180,885,139,2776,520,1577,14170,277
2026-06-03,1,13422,361,1000,802,774,4879,819,138,2879,497,1567,13716,294
2026-06-03,2,12940,353,988,762,754,4679,786,138,2785,485,1601,13332,393
2026-06-03,3,12751,349,956,740,749,4521,762,137,2618,477,1599,12907,156
2026-06-03,4,12470,345,951,753,755,4477,774,137,2641,475,1638,12947,476
2026-06-03,5,12685,323,959,769,787,4570,803,138,2601,477,1622,13048,363
2026-06-03,6,13528,323,1021,869,777,4947,863,143,2685,511,1709,13847,319
2026-06-03,7,14990,356,1105,946,768,5497,927,150,2922,507,1809,14987,-2
2026-06-03,8,15558,380,1064,1011,645,5889,924,150,3118,546,1763,15490,-68
2026-06-03,9,15729,389,1042,1018,523,6237,883,145,3192,578,1671,15677,-52
2026-06-03,10,16047,386,1045,1036,462,6505,856,140,3264,591,1658,15942,-105
2026-06-03,11,16361,397,1097,1067,451,6692,849,140,3313,600,1648,16254,-108
2026-06-03,12,16672,407,1060,1108,444,6790,872,138,3357,613,1658,16447,-225
2026-06-03,13,16869,416,1131,1118,442,6878,887,134,3438,627,1748,16819,-50
2026-06-03,14,16932,420,1073,1145,479,7010,910,130,3640,632,1762,17202,270
2026-06-03,15,17380,425,1128,1225,548,7179,959,128,3613,673,1803,17679,298
2026-06-03,16,18407,427,1139,1305,685,7380,1053,129,3771,675,1907,18472,65
2026-06-03,17,19377,414,1130,1416,869,7570,1167,140,3917,683,2029,19336,-42
2026-06-03,18,19793,411,1153,1413,1023,7531,1251,141,3958,674,2073,19629,-164
2026-06-03,19,19800,426,1198,1367,1103,7415,1303,142,3962,659,2110,19684,-115
2026-06-03,20,19427,422,1262,1314,1100,7169,1271,148,3906,634,2083,19310,-117
2026-06-03,21,18802,420,1246,1298,1078,7001,1225,143,3825,610,2009,18856,54
2026-06-03,22,17389,415,1153,1183,976,6566,1116,141,3571,570,1880,17570,181
2026-06-03,23,15937,401,1125,1027,859,6042,1007,139,3374,525,1731,16230,293
2026-06-03,24,14859,380,1114,928,788,5519,911,134,3157,523,1655,15109,250
2026-06-04,1,14289,371,1118,874,917,5123,833,126,3091,504,1600,14557,269
2026-06-04,2,13917,359,1128,801,901,4873,800,123,3126,505,1625,14241,324
2026-06-04,3,13692,355,1020,794,894,4695,777,124,3000,500,1662,13822,130
2026-06-04,4,13340,355,1072,778,891,4648,770,126,2779,495,1678,13594,254
2026-06-04,5,13449,353,1005,789,911,4734,797,133,2752,526,1654,13654,205
2026-06-04,6,14234,349,1043,900,784,5127,852,138,2829,497,1719,14238,3
2026-06-04,7,15278,372,1047,1011,790,5642,922,143,3076,549,1833,15386,108
2026-06-04,8,16050,399,1043,1038,678,6103,935,148,3288,553,1833,16016,-34
2026-06-04,9,16400,403,1039,1093,600,6402,916,146,3400,587,1741,16328,-73
2026-06-04,10,16772,403,1028,1111,544,6722,909,127,3542,566,1720,16674,-98
2026-06-04,11,17000,396,1020,1150,529,6946,916,103,3606,606,1737,17009,9
2026-06-04,12,17428,393,1027,1166,510,7109,933,102,3615,616,1781,17253,-175
2026-06-04,13,17415,394,1091,1186,478,7298,966,96,3609,634,1806,17558,144
2026-06-04,14,17705,389,1072,1247,513,7374,992,93,3695,630,1861,17867,162
2026-06-04,15,18274,388,1134,1320,588,7548,1039,96,3798,636,1945,18492,218
2026-06-04,16,19095,389,1182,1381,700,7681,1125,100,4012,603,2057,19229,134
2026-06-04,17,19883,392,1203,1482,868,7771,1254,100,4213,606,2149,20038,155
2026-06-04,18,20289,390,1205,1459,969,7680,1337,101,4271,579,2180,20171,-119
2026-06-04,19,20256,406,1216,1422,1035,7580,1376,98,4252,605,2204,20193,-63
2026-06-04,20,19857,416,1220,1378,1069,7349,1329,98,4126,590,2141,19714,-143
2026-06-04,21,19181,414,1211,1345,1050,7160,1281,98,4038,518,2067,19182,1
2026-06-04,22,17806,411,1160,1230,950,6751,1185,96,3754,529,1935,18000,195
2026-06-04,23,16309,391,1121,1094,869,6226,1057,89,3481,491,1791,16609,300
2026-06-04,24,15290,372,1061,974,818,5778,947,87,3312,460,1662,15471,181
2026-06-05,1,14571,363,1026,899,990,5343,858,81,3113,436,1626,14734,163
2026-06-05,2,14085,357,1035,863,1001,5048,810,76,3182,431,1630,14433,348
2026-06-05,3,13958,352,1023,825,998,4845,789,75,3135,446,1639,14126,167
2026-06-05,4,13935,349,1007,798,1005,4803,782,73,3141,441,1635,14034,99
2026-06-05,5,14118,343,1020,807,1005,4857,810,75,3167,458,1622,14163,46
2026-06-05,6,14460,344,1045,882,813,5176,866,87,3061,466,1711,14452,-8
2026-06-05,7,15536,360,1099,967,794,5698,923,95,3341,486,1839,15602,66
2026-06-05,8,16414,385,1176,1031,726,6219,967,98,3450,523,1856,16433,19
2026-06-05,9,17070,389,1096,1085,647,6667,993,99,3647,547,1826,16996,-74
2026-06-05,10,17677,385,1131,1134,597,7086,1042,99,3789,598,1808,17670,-8
2026-06-05,11,18396,383,1164,1187,610,7375,1091,96,3954,593,1816,18270,-126
2026-06-05,12,18561,374,1134,1253,650,7577,1124,98,3968,612,1821,18611,50
2026-06-05,13,18955,380,1120,1292,686,7757,1172,98,4015,637,1897,19053,98
2026-06-05,14,19510,383,1173,1354,762,7862,1216,97,4034,728,1971,19581,70
2026-06-05,15,20022,383,1172,1364,802,8007,1249,99,4041,728,2035,19881,-142
2026-06-05,16,20421,381,1242,1347,916,7993,1323,107,4136,744,2152,20340,-81
2026-06-05,17,20594,389,1200,1392,1005,7938,1376,106,4176,745,2209,20537,-57
2026-06-05,18,20316,390,1213,1349,1059,7675,1379,114,4088,732,2194,20194,-122
2026-06-05,19,20033,400,1251,1288,1089,7476,1360,107,3994,719,2155,19837,-196
2026-06-05,20,19593,405,1293,1267,1085,7374,1334,102,3931,695,2103,19588,-5
2026-06-05,21,19167,404,1243,1250,1063,7246,1292,102,3863,673,2044,19178,11
2026-06-05,22,18074,400,1233,1175,995,6884,1189,95,3623,632,1945,18170,96
2026-06-05,23,16770,394,1172,1079,910,6405,1067,96,3312,591,1836,16863,93
2026-06-05,24,15756,377,1150,977,846,5915,970,96,3210,550,1710,15802,46
2026-06-06,1,15167,359,1104,911,1023,5578,891,98,3047,506,1632,15148,-19
2026-06-06,2,14325,355,1007,872,1006,5295,847,93,2931,491,1562,14460,134
2026-06-06,3,13917,352,1072,845,997,5054,817,93,2825,471,1550,14076,159
2026-06-06,4,13770,339,1047,826,985,4887,797,95,2899,470,1540,13886,116
2026-06-06,5,13796,332,1042,816,982,4864,801,95,3094,483,1582,14091,295
2026-06-06,6,13821,327,993,823,791,4918,820,92,3099,461,1624,13948,126
2026-06-06,7,14369,332,1063,858,811,5166,871,93,3252,484,1742,14672,303
2026-06-06,8,15605,356,1115,926,844,5661,956,97,3432,521,1756,15663,58
2026-06-06,9,15992,363,1162,1007,894,6044,1033,98,3224,564,1718,16107,115
2026-06-06,10,16569,373,1117,1062,877,6467,1087,98,3320,607,1749,16757,188
2026-06-06,11,17277,371,1160,1098,874,6740,1103,97,3388,648,1826,17304,27
2026-06-06,12,17385,375,1106,1116,802,6831,1111,99,3389,631,1805,17265,-120
2026-06-06,13,17245,372,1079,1122,746,6861,1100,97,3343,656,1852,17228,-17
2026-06-06,14,17212,373,1122,1118,664,6850,1056,97,3394,667,1899,17240,27
2026-06-06,15,17197,377,1101,1127,672,6882,1073,99,3439,677,1951,17398,201
2026-06-06,16,17942,385,1102,1175,841,6986,1109,105,3564,655,2051,17973,31
2026-06-06,17,18550,395,1151,1198,956,7061,1124,109,3619,691,2166,18472,-78
2026-06-06,18,18846,403,1215,1188,1021,6974,1134,109,3666,685,2215,18609,-236
2026-06-06,19,18550,413,1180,1136,999,6854,1151,106,3614,677,2257,18387,-163
2026-06-06,20,18014,418,1223,1109,978,6680,1135,106,3480,656,2194,17979,-35
2026-06-06,21,17628,421,1194,1096,967,6536,1113,103,3407,636,2109,17581,-47
2026-06-06,22,16833,406,1158,1034,918,6370,1050,101,3294,602,1984,16918,85
2026-06-06,23,15773,391,1148,965,858,5984,958,97,3099,549,1824,15873,99
2026-06-06,24,14731,367,1086,900,798,5538,876,94,2898,505,1683,14744,13
2026-06-07,1,13830,353,1118,836,770,5187,811,98,2794,492,1579,14039,209
2026-06-07,2,13435,346,1061,794,740,4914,766,99,2664,494,1566,13445,11
2026-06-07,3,13143,341,1088,765,728,4665,735,98,2562,451,1560,12993,-150
2026-06-07,4,12831,349,1080,752,719,4561,719,97,2567,467,1580,12890,60
2026-06-07,5,12964,347,1089,746,703,4501,708,97,2824,467,1644,13126,162
2026-06-07,6,13112,348,1063,758,700,4551,725,102,2774,476,1623,13122,9
2026-06-07,7,13542,365,1111,804,720,4827,766,108,2822,480,1684,13686,145
2026-06-07,8,14183,375,1119,851,762,5184,832,111,2858,505,1605,14201,18
2026-06-07,9,14865,380,1128,913,751,5481,872,111,3102,529,1590,14856,-9
2026-06-07,10,15090,384,1063,957,737,5729,868,110,2992,554,1612,15005,-85
2026-06-07,11,15364,377,1063,983,704,6037,872,108,3106,568,1597,15415,52
2026-06-07,12,15664,381,1011,994,711,6235,858,106,3182,581,1641,15701,37
2026-06-07,13,15830,390,1026,1013,719,6349,845,104,3208,596,1675,15925,95
2026-06-07,14,16012,395,1038,996,760,6443,854,103,3267,644,1717,16218,206
2026-06-07,15,16375,397,1050,1033,794,6532,890,103,3349,635,1774,16558,184
2026-06-07,16,17067,409,1092,1081,868,6684,992,106,3524,664,1875,17294,227
2026-06-07,17,18190,421,1136,1144,970,6908,1126,107,3717,697,2011,18237,48
2026-06-07,18,18753,423,1146,1159,1018,6965,1220,107,3804,697,2079,18618,-135
2026-06-07,19,18825,431,1163,1170,1060,6939,1261,105,3827,673,2108,18738,-87
2026-06-07,20,18544,429,1177,1132,1048,6740,1219,106,3769,631,2057,18308,-236
2026-06-07,21,17902,433,1153,1089,996,6630,1178,108,3627,642,1977,17832,-70
2026-06-07,22,16874,428,1170,1010,914,6349,1083,107,3448,600,1849,16959,85
2026-06-07,23,15606,411,1115,911,841,5880,960,104,3294,575,1714,15804,198
2026-06-07,24,14626,383,1145,823,785,5406,863,99,3130,531,1646,14812,186
2026-06-08,1,14017,361,1150,768,765,5038,796,98,3126,501,1611,14214,197
2026-06-08,2,13629,359,1124,737,746,4816,759,97,3061,489,1652,13841,212
2026-06-08,3,13434,352,1138,717,733,4671,741,96,2820,476,1678,13422,-11
2026-06-08,4,12794,346,1124,721,733,4647,749,91,2531,481,1678,13099,305
2026-06-08,5,12970,342,1113,744,758,4757,777,86,2633,481,1645,13336,365
2026-06-08,6,13962,344,1157,838,803,5191,857,91,2796,514,1686,14278,316
2026-06-08,7,15417,361,1158,927,770,5767,933,100,3096,563,1820,15496,79
2026-06-08,8,16194,390,1105,992,670,6175,943,102,3244,604,1851,16076,-119
2026-06-08,9,16392,405,1101,1048,578,6467,929,108,3319,615,1779,16348,-44
2026-06-08,10,16819,412,1146,1081,515,6730,940,110,3447,642,1781,16805,-15
2026-06-08,11,17158,416,1100,1084,490,6921,944,106,3538,658,1798,17055,-103
2026-06-08,12,17325,421,1160,1121,490,7027,961,114,3555,665,1854,17367,41
2026-06-08,13,17664,408,1174,1149,509,7110,973,113,3633,711,1930,17711,47
2026-06-08,14,17998,413,1231,1198,534,7169,996,112,3707,688,2006,18053,55
2026-06-08,15,18448,420,1220,1252,596,7293,1051,114,3779,708,2087,18519,71
2026-06-08,16,19202,414,1297,1338,728,7438,1165,117,3903,724,2197,19321,120
2026-06-08,17,20044,417,1295,1425,912,7550,1285,119,4053,750,2320,20126,82
2026-06-08,18,20320,412,1320,1424,1075,7389,1369,120,4029,710,2344,20191,-129
2026-06-08,19,20015,423,1324,1412,1166,7245,1387,118,3939,693,2291,19998,-17
2026-06-08,20,19596,432,1336,1351,1164,6995,1336,117,3861,702,2216,19511,-85
2026-06-08,21,18950,431,1244,1294,1117,6837,1275,113,3780,682,2136,18910,-40
2026-06-08,22,17640,406,1213,1177,1022,6443,1166,104,3585,634,2002,17752,111
2026-06-08,23,16219,387,1242,1049,913,5961,1027,100,3396,601,1846,16522,303
2026-06-08,24,14996,376,1138,942,841,5494,921,98,3130,557,1733,15230,234
2026-06-09,1,14581,374,1140,847,1000,5149,840,98,3267,525,1746,14987,406
2026-06-09,2,14322,369,1135,830,982,4893,787,95,3107,506,1755,14461,139
2026-06-09,3,14018,363,1077,807,967,4763,751,96,3091,492,1772,14178,160
2026-06-09,4,13918,362,1096,810,970,4733,744,94,2931,492,1781,14013,95
2026-06-09,5,13840,355,1021,829,989,4849,773,95,2811,533,1793,14048,208
2026-06-09,6,14500,352,1097,916,841,5258,843,99,2903,535,1832,14677,177
2026-06-09,7,15875,373,1097,1019,823,5839,928,107,3243,555,1974,15958,82
2026-06-09,8,16664,401,1117,1086,725,6278,971,105,3500,578,2059,16820,157
2026-06-09,9,17199,408,1098,1141,632,6608,990,106,3642,602,2056,17281,81
2026-06-09,10,17848,398,1087,1190,580,6946,1022,105,3835,616,2017,17797,-51
2026-06-09,11,18243,396,1126,1222,572,7161,1034,111,3813,662,2042,18140,-104
2026-06-09,12,18438,405,1179,1250,588,7325,1099,107,3771,684,2151,18558,120
2026-06-09,13,18829,410,1207,1274,611,7427,1186,102,3785,719,2300,19021,192
2026-06-09,14,19496,414,1274,1303,653,7545,1237,102,4090,752,2370,19740,244
2026-06-09,15,19892,428,1216,1374,752,7633,1327,107,4057,746,2268,19908,16
2026-06-09,16,20524,428,1261,1457,899,7820,1403,105,4179,772,2329,20653,129
2026-06-09,17,21218,435,1278,1578,1085,7920,1496,107,4224,758,2382,21263,45
2026-06-09,18,21091,438,1332,1563,1198,7781,1500,109,4153,690,2386,21149,59
2026-06-09,19,20884,449,1337,1540,1258,7570,1482,106,4142,731,2371,20986,102
2026-06-09,20,20366,455,1372,1487,1263,7391,1450,107,4065,692,2320,20603,237
2026-06-09,21,20099,459,1336,1447,1223,7298,1403,98,4036,697,2253,20251,152
2026-06-09,22,18918,455,1303,1314,1119,6924,1289,91,3792,664,2130,19080,162
2026-06-09,23,17555,433,1264,1180,1003,6445,1162,93,3593,618,1979,17771,216
2026-06-09,24,16291,406,1243,1089,920,5970,1061,91,3345,564,1839,16526,234
2026-06-10,1,15714,393,1140,993,1055,5632,983,85,3455,534,1772,16041,327
2026-06-10,2,15322,386,1111,957,1060,5359,943,85,3362,505,1756,15525,203
2026-06-10,3,15080,376,1130,920,1039,5216,918,83,3340,490,1780,15292,213
2026-06-10,4,15087,374,1148,911,1030,5168,903,86,3170,504,1778,15071,-16
2026-06-10,5,15219,366,1174,919,1061,5304,920,83,3256,542,1848,15473,254
2026-06-10,6,16217,363,1174,1022,914,5743,994,81,3513,546,1952,16302,85
2026-06-10,7,17446,385,1135,1148,951,6287,1085,85,3648,574,2094,17391,-55
2026-06-10,8,18115,405,1159,1212,967,6686,1141,88,3699,615,2168,18140,25
2026-06-10,9,18615,401,1158,1236,938,7049,1157,87,3827,657,2175,18686,70
2026-06-10,10,19198,400,1175,1270,916,7446,1196,86,3967,691,2132,19279,81
2026-06-10,11,19496,399,1135,1299,939,7611,1221,93,4010,661,2170,19538,42
2026-06-10,12,19719,391,1148,1294,1009,7764,1241,94,4063,680,2231,19914,195
2026-06-10,13,20226,392,1211,1339,1000,7933,1234,96,4205,716,2293,20420,194
2026-06-10,14,20662,403,1223,1363,976,8138,1260,87,4215,707,2356,20727,65
2026-06-10,15,20894,401,1230,1374,974,8269,1300,94,4257,699,2390,20988,94
2026-06-10,16,21343,407,1270,1392,1031,8381,1321,105,4402,721,2486,21516,173
2026-06-10,17,21755,415,1265,1460,1071,8436,1348,108,4453,729,2542,21828,73
2026-06-10,18,21673,390,1290,1414,1120,8370,1351,109,4498,715,2550,21808,135
2026-06-10,19,21729,363,1281,1397,1179,8309,1357,106,4526,703,2510,21731,2
2026-06-10,20,21402,356,1275,1375,1188,8059,1355,102,4474,730,2475,21387,-15
2026-06-10,21,21028,360,1294,1353,1172,7913,1322,96,4387,677,2426,20999,-29
2026-06-10,22,19890,369,1249,1284,1088,7544,1214,95,4186,637,2294,19960,70
2026-06-10,23,18497,373,1222,1179,981,6929,1093,87,3991,579,2140,18575,77
2026-06-10,24,17182,363,1176,1082,907,6408,1006,87,3721,586,1980,17316,134
2026-06-11,1,16495,353,1170,1015,1081,5982,926,80,3535,552,1861,16555,60
2026-06-11,2,15938,348,1177,975,1044,5690,884,84,3385,531,1842,15961,23
2026-06-11,3,15479,358,1126,944,1030,5495,829,85,3265,469,1839,15440,-39
2026-06-11,4,15453,370,1089,950,1018,5418,850,84,3442,507,1867,15595,142
2026-06-11,5,15718,338,1046,966,1040,5530,881,84,3541,513,1920,15860,143
2026-06-11,6,16654,341,1079,1083,896,5984,960,88,3733,530,2023,16719,65
2026-06-11,7,17999,370,1137,1183,908,6558,1025,90,3959,573,2160,17962,-37
2026-06-11,8,18857,383,1165,1280,882,7067,1070,93,4009,595,2213,18755,-102
2026-06-11,9,19403,385,1168,1353,848,7536,1079,94,4026,620,2204,19312,-91
2026-06-11,10,20091,389,1159,1385,809,7834,1134,94,4291,627,2189,19910,-180
2026-06-11,11,20469,382,1156,1426,821,8165,1154,94,4328,681,2211,20418,-51
2026-06-11,12,21041,390,1150,1481,809,8458,1228,97,4423,722,2228,20986,-55
2026-06-11,13,21371,393,1150,1521,834,8593,1290,96,4426,751,2142,21197,-173
2026-06-11,14,21516,385,1153,1575,853,8638,1310,93,4648,752,2198,21607,91
2026-06-11,15,21666,379,1163,1644,917,8785,1338,94,4394,726,2236,21678,12
2026-06-11,16,21525,368,1162,1616,1047,8589,1369,102,4338,716,2275,21582,57
2026-06-11,17,21590,382,1155,1687,1181,8525,1444,105,4403,710,2326,21917,327
2026-06-11,18,21742,374,1191,1661,1230,8516,1481,106,4462,703,2383,22106,364
2026-06-11,19,22044,388,1229,1655,1276,8521,1501,109,4440,687,2481,22287,243
2026-06-11,20,21858,401,1233,1583,1303,8359,1485,108,4455,670,2430,22025,167
2026-06-11,21,21557,405,1245,1552,1274,8250,1446,100,4427,652,2363,21714,157
2026-06-11,22,20389,393,1187,1470,1181,7842,1335,93,4181,616,2265,20563,174
2026-06-11,23,18655,421,1150,1336,1073,7278,1230,87,3926,614,2070,19185,531
2026-06-11,24,17281,393,1108,1217,986,6690,1100,83,3668,590,1903,17738,458
2026-06-12,1,16541,381,1093,1152,1129,6204,998,79,3618,560,1821,17038,496
2026-06-12,2,16346,365,1074,1085,1109,5826,938,81,3541,527,1795,16342,-4
2026-06-12,3,15699,355,1064,1024,1086,5596,875,81,3211,489,1764,15544,-155
2026-06-12,4,15216,355,1038,986,1076,5508,887,80,3272,479,1738,15417,202
2026-06-12,5,15440,358,1038,999,1100,5566,918,76,3408,504,1790,15757,317
2026-06-12,6,16436,351,1065,1119,945,5957,996,80,3588,539,1908,16548,112
2026-06-12,7,17552,384,1116,1243,942,6483,1039,86,3618,616,1973,17500,-52
2026-06-12,8,18505,396,1119,1343,909,7188,1119,87,3774,616,1994,18545,40
2026-06-12,9,19132,400,1122,1431,868,7553,1149,86,3759,696,1928,18992,-140
2026-06-12,10,19278,408,1143,1499,873,7734,1127,85,3779,713,1917,19278,0
2026-06-12,11,19535,380,1139,1536,911,7941,1066,87,3836,727,1931,19554,19
2026-06-12,12,19675,382,1126,1538,876,8034,1059,85,3888,736,1913,19638,-38
2026-06-12,13,19743,402,1179,1574,897,7943,1057,85,3924,770,1913,19743,0
2026-06-12,14,19567,427,1136,1608,913,7903,1057,86,3913,761,1941,19745,178
2026-06-12,15,19862,425,1148,1644,972,8013,1088,88,3965,739,1985,20069,206
2026-06-12,16,20613,424,1220,1650,1048,8034,1157,94,4037,694,2088,20447,-165
2026-06-12,17,20541,424,1190,1629,1075,8059,1251,100,4116,720,2174,20736,195
2026-06-12,18,20754,429,1284,1602,1178,7970,1317,103,4122,745,2216,20965,212
2026-06-12,19,20583,438,1252,1532,1223,7780,1344,103,4065,732,2298,20768,186
2026-06-12,20,20179,449,1291,1432,1190,7434,1284,100,3931,705,2254,20069,-110
2026-06-12,21,19396,452,1225,1365,1149,7213,1234,93,3822,669,2182,19404,8
2026-06-12,22,18197,449,1251,1266,1066,6877,1147,89,3607,640,2051,18443,246
2026-06-12,23,16900,428,1137,1150,956,6383,1025,86,3305,605,1895,16971,71
2026-06-12,24,15638,416,1105,1032,885,5885,912,80,3092,566,1769,15743,105
2026-06-13,1,15064,399,1088,952,1033,5526,827,78,2921,520,1674,15019,-45
2026-06-13,2,14341,396,1002,894,1007,5205,781,77,2827,494,1648,14333,-9
2026-06-13,3,13959,394,984,855,978,4965,752,79,2897,451,1676,14029,70
2026-06-13,4,13615,387,964,830,972,4856,734,77,2910,487,1688,13905,290
2026-06-13,5,13720,374,941,815,972,4834,725,80,2964,483,1727,13916,196
2026-06-13,6,13738,368,955,844,794,4952,758,83,2917,497,1737,13907,169
2026-06-13,7,14407,386,1053,913,774,5306,815,91,2872,522,1783,14515,108
2026-06-13,8,15251,402,1062,1003,711,5787,873,101,3136,543,1814,15431,180
2026-06-13,9,16349,411,1076,1094,655,6338,918,121,3362,564,1834,16372,23
2026-06-13,10,17095,414,1109,1167,624,6798,961,139,3524,566,1850,17151,57
2026-06-13,11,17592,406,1098,1225,679,7070,997,146,3558,630,1897,17707,116
2026-06-13,12,18062,408,1077,1258,690,7241,1062,101,3661,679,1916,18093,31
2026-06-13,13,18235,408,1130,1286,684,7362,1056,41,3928,689,1992,18577,342
2026-06-13,14,18593,407,1163,1322,733,7506,1038,64,4051,697,2006,18988,395
2026-06-13,15,18700,407,1128,1329,851,7601,1125,52,3907,704,1999,19102,403
2026-06-13,16,19341,410,1195,1317,902,7676,1230,80,3945,723,2078,19556,214
2026-06-13,17,19701,408,1184,1345,964,7743,1296,93,3973,741,2165,19913,212
2026-06-13,18,20121,410,1219,1388,1134,7679,1270,97,4004,745,2235,20180,59
2026-06-13,19,19934,417,1190,1349,1154,7511,1226,92,3934,730,2239,19842,-92
2026-06-13,20,18911,423,1134,1270,1072,7184,1177,90,3797,686,2178,19012,101
2026-06-13,21,18563,428,1156,1181,1051,7061,1143,114,3664,658,2112,18569,6
2026-06-13,22,17888,428,1140,1099,990,6826,1086,113,3569,648,2005,17904,17
