CREATED AT 2026/06/29 12:33:34 FOR 2026/06/30
Delivery Hour,Pricing Location,LMP,Energy Loss Price,Energy Congestion Price
7,BROCKVLE-LT.LFBQ,52.81,0.21,0.00
8,BROCKVLE-LT.LFBQ,56.58,0.00,0.00
9,BROCKVLE-LT.LFBQ,55.90,-0.34,0.00
10,BROCKVLE-LT.LFBQ,64.79,-0.58,0.00
11,BROCKVLE-LT.LFBQ,68.38,-0.62,0.00
12,BROCKVLE-LT.LFBQ,78.26,-0.70,0.00
13,BROCKVLE-LT.LFBQ,85.44,-1.71,0.00
14,BROCKVLE-LT.LFBQ,87.53,-1.93,0.00
15,BROCKVLE-LT.LFBQ,105.91,-2.22,0.00
16,BROCKVLE-LT.LFBQ,131.58,-3.42,0.00
17,BROCKVLE-LT.LFBQ,151.38,-4.24,0.00
18,BROCKVLE-LT.LFBQ,192.04,-4.61,0.00
19,BROCKVLE-LT.LFBQ,233.43,-5.37,0.00
20,BROCKVLE-LT.LFBQ,233.43,-5.37,0.00
21,BROCKVLE-LT.LFBQ,147.16,-3.09,0.00
22,BROCKVLE-LT.LFBQ,132.28,-2.65,0.00
23,BROCKVLE-LT.LFBQ,59.10,-0.24,0.00
24,BROCKVLE-LT.LFBQ,59.62,0.00,0.00
1,BRONTE-LT.T7_LF,45.54,0.54,0.00
2,BRONTE-LT.T7_LF,37.98,0.53,0.00
3,BRONTE-LT.T7_LF,38.07,0.59,0.00
4,BRONTE-LT.T7_LF,38.14,0.57,0.00
5,BRONTE-LT.T7_LF,42.85,0.64,0.00
6,BRONTE-LT.T7_LF,40.13,0.64,0.00
7,BRONTE-LT.T7_LF,53.31,0.72,0.00
8,BRONTE-LT.T7_LF,57.39,0.80,0.00
9,BRONTE-LT.T7_LF,57.00,0.76,0.00
10,BRONTE-LT.T7_LF,66.19,0.82,0.00
11,BRONTE-LT.T7_LF,69.94,0.94,0.00
12,BRONTE-LT.T7_LF,79.87,0.91,0.00
13,BRONTE-LT.T7_LF,88.33,1.18,0.00
14,BRONTE-LT.T7_LF,90.63,1.17,0.00
15,BRONTE-LT.T7_LF,109.43,1.30,0.00
16,BRONTE-LT.T7_LF,136.62,1.62,0.00
17,BRONTE-LT.T7_LF,158.04,2.42,0.00
18,BRONTE-LT.T7_LF,199.41,2.76,0.00
19,BRONTE-LT.T7_LF,242.15,3.35,0.00
20,BRONTE-LT.T7_LF,242.50,3.70,0.00
21,BRONTE-LT.T7_LF,152.42,2.17,0.00
22,BRONTE-LT.T7_LF,136.82,1.89,0.00
23,BRONTE-LT.T7_LF,60.17,0.83,0.00
24,BRONTE-LT.T7_LF,60.33,0.72,0.00
1,BROWNHILL-LT.LFB,45.87,0.87,0.00
2,BROWNHILL-LT.LFB,38.18,0.73,0.00
3,BROWNHILL-LT.LFB,38.17,0.69,0.00
4,BROWNHILL-LT.LFB,38.26,0.69,0.00
5,BROWNHILL-LT.LFB,42.99,0.77,0.00
6,BROWNHILL-LT.LFB,40.26,0.76,0.00
7,BROWNHILL-LT.LFB,53.40,0.80,0.00
8,BROWNHILL-LT.LFB,57.39,0.80,0.00
9,BROWNHILL-LT.LFB,56.92,0.68,0.00
10,BROWNHILL-LT.LFB,66.04,0.66,0.00
11,BROWNHILL-LT.LFB,69.63,0.63,0.00
12,BROWNHILL-LT.LFB,79.36,0.40,0.00
13,BROWNHILL-LT.LFB,87.59,0.44,0.00
14,BROWNHILL-LT.LFB,89.73,0.27,0.00
15,BROWNHILL-LT.LFB,108.67,0.54,0.00
16,BROWNHILL-LT.LFB,135.95,0.95,0.00
17,BROWNHILL-LT.LFB,156.87,1.25,0.00
18,BROWNHILL-LT.LFB,198.83,2.19,0.00
19,BROWNHILL-LT.LFB,240.72,1.93,0.00
20,BROWNHILL-LT.LFB,240.48,1.68,0.00
21,BROWNHILL-LT.LFB,152.69,2.44,0.00
22,BROWNHILL-LT.LFB,137.40,2.47,0.00
23,BROWNHILL-LT.LFB,60.60,1.27,0.00
24,BROWNHILL-LT.LFB,60.89,1.28,0.00
1,BRUCE-LT.ENERCORP_DRA,42.41,-2.59,0.00
2,BRUCE-LT.ENERCORP_DRA,35.36,-2.09,0.00
3,BRUCE-LT.ENERCORP_DRA,35.42,-2.05,0.00
4,BRUCE-LT.ENERCORP_DRA,35.58,-1.99,0.00
5,BRUCE-LT.ENERCORP_DRA,39.97,-2.24,0.00
6,BRUCE-LT.ENERCORP_DRA,37.51,-1.99,0.00
7,BRUCE-LT.ENERCORP_DRA,49.72,-2.88,0.00
8,BRUCE-LT.ENERCORP_DRA,53.33,-3.25,0.00
9,BRUCE-LT.ENERCORP_DRA,52.85,-3.38,0.00
10,BRUCE-LT.ENERCORP_DRA,61.33,-4.05,0.00
11,BRUCE-LT.ENERCORP_DRA,64.67,-4.33,0.00
12,BRUCE-LT.ENERCORP_DRA,74.01,-4.96,0.00
13,BRUCE-LT.ENERCORP_DRA,81.75,-5.40,0.00
14,BRUCE-LT.ENERCORP_DRA,83.92,-5.54,0.00
15,BRUCE-LT.ENERCORP_DRA,101.34,-6.79,0.00
16,BRUCE-LT.ENERCORP_DRA,126.64,-8.36,0.00
17,BRUCE-LT.ENERCORP_DRA,146.26,-9.36,0.00
18,BRUCE-LT.ENERCORP_DRA,184.99,-11.65,0.00
19,BRUCE-LT.ENERCORP_DRA,225.07,-13.73,0.00
20,BRUCE-LT.ENERCORP_DRA,225.49,-13.30,0.00
21,BRUCE-LT.ENERCORP_DRA,141.61,-8.64,0.00
22,BRUCE-LT.ENERCORP_DRA,127.17,-7.76,0.00
23,BRUCE-LT.ENERCORP_DRA,55.87,-3.46,0.00
24,BRUCE-LT.ENERCORP_DRA,56.24,-3.37,0.00
1,BRUCE-LT.G1,42.41,-2.59,0.00
2,BRUCE-LT.G1,35.36,-2.09,0.00
3,BRUCE-LT.G1,35.42,-2.05,0.00
4,BRUCE-LT.G1,35.58,-1.99,0.00
5,BRUCE-LT.G1,39.97,-2.24,0.00
6,BRUCE-LT.G1,37.51,-1.99,0.00
7,BRUCE-LT.G1,49.72,-2.88,0.00
8,BRUCE-LT.G1,53.33,-3.25,0.00
9,BRUCE-LT.G1,52.85,-3.38,0.00
10,BRUCE-LT.G1,61.33,-4.05,0.00
11,BRUCE-LT.G1,64.67,-4.33,0.00
