CREATED AT 2026/06/29 12:33:34 FOR 2026/06/30
Delivery Hour,Pricing Location,LMP,Energy Loss Price,Energy Congestion Price
7,GERDAUWBY-LT.LFAB,52.55,-0.05,0.00
8,GERDAUWBY-LT.LFAB,56.53,-0.06,0.00
9,GERDAUWBY-LT.LFAB,56.15,-0.08,0.00
10,GERDAUWBY-LT.LFAB,65.28,-0.10,0.00
11,GERDAUWBY-LT.LFAB,68.93,-0.07,0.00
12,GERDAUWBY-LT.LFAB,78.89,-0.08,0.00
13,GERDAUWBY-LT.LFAB,87.02,-0.13,0.00
14,GERDAUWBY-LT.LFAB,89.33,-0.13,0.00
15,GERDAUWBY-LT.LFAB,107.91,-0.22,0.00
16,GERDAUWBY-LT.LFAB,134.66,-0.34,0.00
17,GERDAUWBY-LT.LFAB,155.08,-0.54,0.00
18,GERDAUWBY-LT.LFAB,195.96,-0.69,0.00
19,GERDAUWBY-LT.LFAB,237.97,-0.83,0.00
20,GERDAUWBY-LT.LFAB,237.97,-0.83,0.00
21,GERDAUWBY-LT.LFAB,149.73,-0.52,0.00
22,GERDAUWBY-LT.LFAB,134.46,-0.47,0.00
23,GERDAUWBY-LT.LFAB,59.18,-0.15,0.00
24,GERDAUWBY-LT.LFAB,59.53,-0.09,0.00
1,GERDAUWBY-LT.T3_LF,45.14,0.14,0.00
2,GERDAUWBY-LT.T3_LF,37.53,0.08,0.00
3,GERDAUWBY-LT.T3_LF,37.55,0.08,0.00
4,GERDAUWBY-LT.T3_LF,37.61,0.04,0.00
5,GERDAUWBY-LT.T3_LF,42.25,0.04,0.00
6,GERDAUWBY-LT.T3_LF,39.49,0.00,0.00
7,GERDAUWBY-LT.T3_LF,52.60,0.00,0.00
8,GERDAUWBY-LT.T3_LF,56.58,0.00,0.00
9,GERDAUWBY-LT.T3_LF,56.23,0.00,0.00
10,GERDAUWBY-LT.T3_LF,65.38,0.00,0.00
11,GERDAUWBY-LT.T3_LF,69.00,0.00,0.00
12,GERDAUWBY-LT.T3_LF,78.97,0.00,0.00
13,GERDAUWBY-LT.T3_LF,87.15,0.00,0.00
14,GERDAUWBY-LT.T3_LF,89.46,0.00,0.00
15,GERDAUWBY-LT.T3_LF,108.02,-0.11,0.00
16,GERDAUWBY-LT.T3_LF,134.87,-0.13,0.00
17,GERDAUWBY-LT.T3_LF,155.31,-0.31,0.00
18,GERDAUWBY-LT.T3_LF,196.25,-0.39,0.00
19,GERDAUWBY-LT.T3_LF,238.32,-0.48,0.00
20,GERDAUWBY-LT.T3_LF,238.32,-0.48,0.00
21,GERDAUWBY-LT.T3_LF,149.95,-0.30,0.00
22,GERDAUWBY-LT.T3_LF,134.66,-0.27,0.00
23,GERDAUWBY-LT.T3_LF,59.27,-0.06,0.00
24,GERDAUWBY-LT.T3_LF,59.62,0.00,0.00
1,GERRARD-LT.TT1_LF,45.05,0.05,0.00
2,GERRARD-LT.TT1_LF,37.45,0.00,0.00
3,GERRARD-LT.TT1_LF,37.44,-0.04,0.00
4,GERRARD-LT.TT1_LF,37.53,-0.04,0.00
5,GERRARD-LT.TT1_LF,42.17,-0.04,0.00
6,GERRARD-LT.TT1_LF,39.45,-0.04,0.00
7,GERRARD-LT.TT1_LF,52.44,-0.16,0.00
8,GERRARD-LT.TT1_LF,56.47,-0.11,0.00
9,GERRARD-LT.TT1_LF,56.18,-0.06,0.00
10,GERRARD-LT.TT1_LF,65.38,0.00,0.00
11,GERRARD-LT.TT1_LF,69.07,0.07,0.00
12,GERRARD-LT.TT1_LF,79.12,0.16,0.00
13,GERRARD-LT.TT1_LF,87.24,0.09,0.00
14,GERRARD-LT.TT1_LF,89.55,0.09,0.00
15,GERRARD-LT.TT1_LF,108.24,0.11,0.00
16,GERRARD-LT.TT1_LF,135.00,0.00,0.00
17,GERRARD-LT.TT1_LF,155.62,0.00,0.00
18,GERRARD-LT.TT1_LF,196.45,-0.20,0.00
19,GERRARD-LT.TT1_LF,238.56,-0.24,0.00
20,GERRARD-LT.TT1_LF,238.32,-0.48,0.00
21,GERRARD-LT.TT1_LF,149.95,-0.30,0.00
22,GERRARD-LT.TT1_LF,134.66,-0.27,0.00
23,GERRARD-LT.TT1_LF,59.15,-0.18,0.00
24,GERRARD-LT.TT1_LF,59.32,-0.30,0.00
1,GLENDALE-LT.TT1_LF,43.52,-1.48,0.00
2,GLENDALE-LT.TT1_LF,37.04,-0.41,0.00
3,GLENDALE-LT.TT1_LF,37.40,-0.07,0.00
4,GLENDALE-LT.TT1_LF,36.98,-0.59,0.00
5,GLENDALE-LT.TT1_LF,41.26,-0.95,0.00
6,GLENDALE-LT.TT1_LF,38.91,-0.58,0.00
7,GLENDALE-LT.TT1_LF,51.42,-1.18,0.00
8,GLENDALE-LT.TT1_LF,54.88,-1.70,0.00
9,GLENDALE-LT.TT1_LF,54.18,-2.06,0.00
10,GLENDALE-LT.TT1_LF,62.80,-2.57,0.00
11,GLENDALE-LT.TT1_LF,66.22,-2.78,0.00
12,GLENDALE-LT.TT1_LF,75.13,-3.83,0.00
13,GLENDALE-LT.TT1_LF,82.76,-4.39,0.00
14,GLENDALE-LT.TT1_LF,85.04,-4.42,0.00
15,GLENDALE-LT.TT1_LF,102.69,-5.44,0.00
16,GLENDALE-LT.TT1_LF,128.33,-6.67,0.00
17,GLENDALE-LT.TT1_LF,149.35,-6.27,0.00
18,GLENDALE-LT.TT1_LF,188.54,-8.11,0.00
19,GLENDALE-LT.TT1_LF,228.08,-10.72,0.00
20,GLENDALE-LT.TT1_LF,228.73,-10.06,0.00
21,GLENDALE-LT.TT1_LF,144.19,-6.06,0.00
22,GLENDALE-LT.TT1_LF,128.62,-6.30,0.00
23,GLENDALE-LT.TT1_LF,57.16,-2.17,0.00
24,GLENDALE-LT.TT1_LF,56.94,-2.68,0.00
1,GLENGARRY-LT.BATT_LF1,45.97,0.97,0.00
2,GLENGARRY-LT.BATT_LF1,38.25,0.80,0.00
3,GLENGARRY-LT.BATT_LF1,38.24,0.76,0.00
4,GLENGARRY-LT.BATT_LF1,38.30,0.73,0.00
5,GLENGARRY-LT.BATT_LF1,43.07,0.86,0.00
6,GLENGARRY-LT.BATT_LF1,40.18,0.68,0.00
7,GLENGARRY-LT.BATT_LF1,53.67,1.07,0.00
8,GLENGARRY-LT.BATT_LF1,57.45,0.86,0.00
9,GLENGARRY-LT.BATT_LF1,56.80,0.57,0.00
10,GLENGARRY-LT.BATT_LF1,65.84,0.46,0.00
11,GLENGARRY-LT.BATT_LF1,69.70,0.70,0.00
12,GLENGARRY-LT.BATT_LF1,79.68,0.72,0.00
13,GLENGARRY-LT.BATT_LF1,86.37,-0.78,0.00
14,GLENGARRY-LT.BATT_LF1,88.22,-1.24,0.00
15,GLENGARRY-LT.BATT_LF1,106.53,-1.60,0.00
16,GLENGARRY-LT.BATT_LF1,132.74,-2.26,0.00
17,GLENGARRY-LT.BATT_LF1,152.72,-2.90,0.00
18,GLENGARRY-LT.BATT_LF1,193.74,-2.91,0.00
19,GLENGARRY-LT.BATT_LF1,235.04,-3.76,0.00
20,GLENGARRY-LT.BATT_LF1,235.50,-3.30,0.00
21,GLENGARRY-LT.BATT_LF1,148.76,-1.49,0.00
22,GLENGARRY-LT.BATT_LF1,133.46,-1.47,0.00
23,GLENGARRY-LT.BATT_LF1,59.51,0.18,0.00
24,GLENGARRY-LT.BATT_LF1,60.28,0.66,0.00
1,GLENGARRY-LT.BATT_TG1,45.97,0.97,0.00
2,GLENGARRY-LT.BATT_TG1,38.25,0.80,0.00
3,GLENGARRY-LT.BATT_TG1,38.24,0.76,0.00
4,GLENGARRY-LT.BATT_TG1,38.30,0.73,0.00
5,GLENGARRY-LT.BATT_TG1,43.07,0.86,0.00
6,GLENGARRY-LT.BATT_TG1,40.18,0.68,0.00
7,GLENGARRY-LT.BATT_TG1,53.67,1.07,0.00
8,GLENGARRY-LT.BATT_TG1,57.45,0.86,0.00
9,GLENGARRY-LT.BATT_TG1,56.80,0.57,0.00
10,GLENGARRY-LT.BATT_TG1,65.84,0.46,0.00
11,GLENGARRY-LT.BATT_TG1,69.70,0.70,0.00
12,GLENGARRY-LT.BATT_TG1,79.68,0.72,0.00
13,GLENGARRY-LT.BATT_TG1,86.37,-0.78,0.00
14,GLENGARRY-LT.BATT_TG1,88.22,-1.24,0.00
15,GLENGARRY-LT.BATT_TG1,106.53,-1.60,0.00
16,GLENGARRY-LT.BATT_TG1,132.74,-2.26,0.00
17,GLENGARRY-LT.BATT_TG1,152.72,-2.90,0.00
18,GLENGARRY-LT.BATT_TG1,193.74,-2.91,0.00
19,GLENGARRY-LT.BATT_TG1,235.04,-3.76,0.00
20,GLENGARRY-LT.BATT_TG1,235.50,-3.30,0.00
21,GLENGARRY-LT.BATT_TG1,148.76,-1.49,0.00
22,GLENGARRY-LT.BATT_TG1,133.46,-1.47,0.00
23,GLENGARRY-LT.BATT_TG1,59.51,0.18,0.00
24,GLENGARRY-LT.BATT_TG1,60.28,0.66,0.00
1,GLENGROVE-LT.TT1_LF,45.05,0.05,0.00
2,GLENGROVE-LT.TT1_LF,37.49,0.04,0.00
3,GLENGROVE-LT.TT1_LF,37.48,0.00,0.00
4,GLENGROVE-LT.TT1_LF,37.57,0.00,0.00
5,GLENGROVE-LT.TT1_LF,42.21,0.00,0.00
6,GLENGROVE-LT.TT1_LF,39.49,0.00,0.00
7,GLENGROVE-LT.TT1_LF,52.60,0.00,0.00
8,GLENGROVE-LT.TT1_LF,56.58,0.00,0.00
9,GLENGROVE-LT.TT1_LF,56.29,0.06,0.00
10,GLENGROVE-LT.TT1_LF,65.44,0.07,0.00
11,GLENGROVE-LT.TT1_LF,69.14,0.14,0.00
12,GLENGROVE-LT.TT1_LF,79.20,0.24,0.00
13,GLENGROVE-LT.TT1_LF,87.32,0.17,0.00
14,GLENGROVE-LT.TT1_LF,89.73,0.27,0.00
15,GLENGROVE-LT.TT1_LF,108.35,0.22,0.00
16,GLENGROVE-LT.TT1_LF,135.27,0.27,0.00
17,GLENGROVE-LT.TT1_LF,155.77,0.16,0.00
18,GLENGROVE-LT.TT1_LF,196.84,0.20,0.00
19,GLENGROVE-LT.TT1_LF,239.04,0.24,0.00
20,GLENGROVE-LT.TT1_LF,238.80,0.00,0.00
21,GLENGROVE-LT.TT1_LF,150.25,0.00,0.00
22,GLENGROVE-LT.TT1_LF,134.93,0.00,0.00
23,GLENGROVE-LT.TT1_LF,59.33,0.00,0.00
24,GLENGROVE-LT.TT1_LF,59.44,-0.18,0.00
1,GLENORCHY1-LT.T1_LF,44.91,-0.09,0.00
2,GLENORCHY1-LT.T1_LF,37.41,-0.04,0.00
3,GLENORCHY1-LT.T1_LF,37.48,0.00,0.00
4,GLENORCHY1-LT.T1_LF,37.57,0.00,0.00
5,GLENORCHY1-LT.T1_LF,42.17,-0.04,0.00
6,GLENORCHY1-LT.T1_LF,39.41,-0.08,0.00
7,GLENORCHY1-LT.T1_LF,52.39,-0.21,0.00
8,GLENORCHY1-LT.T1_LF,56.30,-0.28,0.00
9,GLENORCHY1-LT.T1_LF,55.90,-0.34,0.00
10,GLENORCHY1-LT.T1_LF,64.99,-0.39,0.00
11,GLENORCHY1-LT.T1_LF,68.59,-0.41,0.00
12,GLENORCHY1-LT.T1_LF,78.42,-0.55,0.00
13,GLENORCHY1-LT.T1_LF,86.63,-0.52,0.00
14,GLENORCHY1-LT.T1_LF,88.93,-0.53,0.00
15,GLENORCHY1-LT.T1_LF,107.38,-0.75,0.00
16,GLENORCHY1-LT.T1_LF,134.19,-0.81,0.00
17,GLENORCHY1-LT.T1_LF,154.84,-0.77,0.00
18,GLENORCHY1-LT.T1_LF,195.67,-0.98,0.00
19,GLENORCHY1-LT.T1_LF,237.61,-1.19,0.00
20,GLENORCHY1-LT.T1_LF,238.08,-0.71,0.00
21,GLENORCHY1-LT.T1_LF,149.65,-0.60,0.00
22,GLENORCHY1-LT.T1_LF,134.39,-0.54,0.00
23,GLENORCHY1-LT.T1_LF,59.04,-0.30,0.00
24,GLENORCHY1-LT.T1_LF,59.50,-0.12,0.00
1,GLOUCESTER-LT.T12,47.47,2.47,0.00
2,GLOUCESTER-LT.T12,39.46,2.01,0.00
3,GLOUCESTER-LT.T12,39.41,1.93,0.00
4,GLOUCESTER-LT.T12,39.50,1.94,0.00
5,GLOUCESTER-LT.T12,44.39,2.17,0.00
6,GLOUCESTER-LT.T12,41.35,1.86,0.00
7,GLOUCESTER-LT.T12,55.60,3.00,0.00
8,GLOUCESTER-LT.T12,59.81,3.23,0.00
9,GLOUCESTER-LT.T12,59.26,3.02,0.00
10,GLOUCESTER-LT.T12,68.60,3.22,0.00
11,GLOUCESTER-LT.T12,72.78,3.78,0.00
12,GLOUCESTER-LT.T12,83.21,4.24,0.00
13,GLOUCESTER-LT.T12,89.85,2.70,0.00
14,GLOUCESTER-LT.T12,91.57,2.11,0.00
15,GLOUCESTER-LT.T12,110.56,2.43,0.00
16,GLOUCESTER-LT.T12,137.76,2.76,0.00
17,GLOUCESTER-LT.T12,157.67,2.05,0.00
18,GLOUCESTER-LT.T12,199.04,2.39,0.00
19,GLOUCESTER-LT.T12,240.97,2.17,0.00
20,GLOUCESTER-LT.T12,240.72,1.93,0.00
21,GLOUCESTER-LT.T12,152.38,2.13,0.00
22,GLOUCESTER-LT.T12,136.84,1.92,0.00
23,GLOUCESTER-LT.T12,61.23,1.90,0.00
24,GLOUCESTER-LT.T12,62.16,2.55,0.00
1,GMCTS-LT.T1_LF,44.87,-0.13,0.00
2,GMCTS-LT.T1_LF,37.83,0.38,0.00
3,GMCTS-LT.T1_LF,38.09,0.61,0.00
4,GMCTS-LT.T1_LF,38.53,0.96,0.00
5,GMCTS-LT.T1_LF,43.12,0.91,0.00
6,GMCTS-LT.T1_LF,40.84,1.35,0.00
7,GMCTS-LT.T1_LF,52.49,-0.10,0.00
8,GMCTS-LT.T1_LF,55.31,-1.27,0.00
9,GMCTS-LT.T1_LF,53.97,-2.27,0.00
10,GMCTS-LT.T1_LF,62.26,-3.11,0.00
11,GMCTS-LT.T1_LF,65.34,-3.66,0.00
12,GMCTS-LT.T1_LF,74.92,-4.05,0.00
13,GMCTS-LT.T1_LF,83.48,-3.67,0.00
14,GMCTS-LT.T1_LF,85.61,-3.85,0.00
15,GMCTS-LT.T1_LF,103.18,-4.95,0.00
16,GMCTS-LT.T1_LF,130.56,-4.44,0.00
17,GMCTS-LT.T1_LF,149.20,-6.42,0.00
18,GMCTS-LT.T1_LF,189.63,-7.02,0.00
19,GMCTS-LT.T1_LF,230.50,-8.30,0.00
20,GMCTS-LT.T1_LF,233.20,-5.60,0.00
21,GMCTS-LT.T1_LF,145.03,-5.22,0.00
22,GMCTS-LT.T1_LF,131.89,-3.03,0.00
23,GMCTS-LT.T1_LF,57.55,-1.78,0.00
24,GMCTS-LT.T1_LF,60.16,0.54,0.00
1,GODERICH-LT.LFQZ,44.47,-0.53,0.00
2,GODERICH-LT.LFQZ,37.12,-0.33,0.00
3,GODERICH-LT.LFQZ,37.22,-0.26,0.00
4,GODERICH-LT.LFQZ,37.49,-0.07,0.00
5,GODERICH-LT.LFQZ,42.09,-0.13,0.00
6,GODERICH-LT.LFQZ,39.61,0.12,0.00
7,GODERICH-LT.LFQZ,52.65,0.05,0.00
8,GODERICH-LT.LFQZ,56.70,0.11,0.00
9,GODERICH-LT.LFQZ,56.23,0.00,0.00
10,GODERICH-LT.LFQZ,65.18,-0.20,0.00
11,GODERICH-LT.LFQZ,68.72,-0.27,0.00
12,GODERICH-LT.LFQZ,78.65,-0.31,0.00
13,GODERICH-LT.LFQZ,86.72,-0.43,0.00
14,GODERICH-LT.LFQZ,88.93,-0.53,0.00
15,GODERICH-LT.LFQZ,107.38,-0.75,0.00
16,GODERICH-LT.LFQZ,134.06,-0.94,0.00
17,GODERICH-LT.LFQZ,154.69,-0.93,0.00
18,GODERICH-LT.LFQZ,196.25,-0.39,0.00
19,GODERICH-LT.LFQZ,240.48,1.68,0.00
20,GODERICH-LT.LFQZ,241.46,2.66,0.00
21,GODERICH-LT.LFQZ,151.77,1.52,0.00
22,GODERICH-LT.LFQZ,136.29,1.36,0.00
23,GODERICH-LT.LFQZ,59.51,0.18,0.00
24,GODERICH-LT.LFQZ,59.62,0.00,0.00
1,GODERICH-LT.STRG_LF,44.47,-0.53,0.00
2,GODERICH-LT.STRG_LF,37.12,-0.33,0.00
3,GODERICH-LT.STRG_LF,37.22,-0.26,0.00
4,GODERICH-LT.STRG_LF,37.49,-0.07,0.00
5,GODERICH-LT.STRG_LF,42.09,-0.13,0.00
6,GODERICH-LT.STRG_LF,39.61,0.12,0.00
7,GODERICH-LT.STRG_LF,52.65,0.05,0.00
8,GODERICH-LT.STRG_LF,56.70,0.11,0.00
9,GODERICH-LT.STRG_LF,56.23,0.00,0.00
10,GODERICH-LT.STRG_LF,65.18,-0.20,0.00
11,GODERICH-LT.STRG_LF,68.72,-0.27,0.00
12,GODERICH-LT.STRG_LF,78.65,-0.31,0.00
13,GODERICH-LT.STRG_LF,86.72,-0.43,0.00
14,GODERICH-LT.STRG_LF,88.93,-0.53,0.00
15,GODERICH-LT.STRG_LF,107.38,-0.75,0.00
16,GODERICH-LT.STRG_LF,134.06,-0.94,0.00
17,GODERICH-LT.STRG_LF,154.69,-0.93,0.00
18,GODERICH-LT.STRG_LF,196.25,-0.39,0.00
19,GODERICH-LT.STRG_LF,240.48,1.68,0.00
20,GODERICH-LT.STRG_LF,241.46,2.66,0.00
21,GODERICH-LT.STRG_LF,151.77,1.52,0.00
22,GODERICH-LT.STRG_LF,136.29,1.36,0.00
23,GODERICH-LT.STRG_LF,59.51,0.18,0.00
24,GODERICH-LT.STRG_LF,59.62,0.00,0.00
1,GODERICH-LT.STRG_TG,44.47,-0.53,0.00
2,GODERICH-LT.STRG_TG,37.12,-0.33,0.00
3,GODERICH-LT.STRG_TG,37.22,-0.26,0.00
4,GODERICH-LT.STRG_TG,37.49,-0.07,0.00
5,GODERICH-LT.STRG_TG,42.09,-0.13,0.00
6,GODERICH-LT.STRG_TG,39.61,0.12,0.00
7,GODERICH-LT.STRG_TG,52.65,0.05,0.00
8,GODERICH-LT.STRG_TG,56.70,0.11,0.00
9,GODERICH-LT.STRG_TG,56.23,0.00,0.00
10,GODERICH-LT.STRG_TG,65.18,-0.20,0.00
11,GODERICH-LT.STRG_TG,68.72,-0.27,0.00
12,GODERICH-LT.STRG_TG,78.65,-0.31,0.00
13,GODERICH-LT.STRG_TG,86.72,-0.43,0.00
14,GODERICH-LT.STRG_TG,88.93,-0.53,0.00
15,GODERICH-LT.STRG_TG,107.38,-0.75,0.00
16,GODERICH-LT.STRG_TG,134.06,-0.94,0.00
17,GODERICH-LT.STRG_TG,154.69,-0.93,0.00
18,GODERICH-LT.STRG_TG,196.25,-0.39,0.00
19,GODERICH-LT.STRG_TG,240.48,1.68,0.00
20,GODERICH-LT.STRG_TG,241.46,2.66,0.00
21,GODERICH-LT.STRG_TG,151.77,1.52,0.00
22,GODERICH-LT.STRG_TG,136.29,1.36,0.00
23,GODERICH-LT.STRG_TG,59.51,0.18,0.00
24,GODERICH-LT.STRG_TG,59.62,0.00,0.00
1,GOLDCORP-LT.T1_LF,45.00,0.00,0.00
2,GOLDCORP-LT.T1_LF,37.41,-0.04,0.00
3,GOLDCORP-LT.T1_LF,37.40,-0.07,0.00
4,GOLDCORP-LT.T1_LF,37.68,0.11,0.00
5,GOLDCORP-LT.T1_LF,42.34,0.13,0.00
6,GOLDCORP-LT.T1_LF,39.38,-0.12,0.00
7,GOLDCORP-LT.T1_LF,51.77,-0.83,0.00
8,GOLDCORP-LT.T1_LF,55.04,-1.54,0.00
9,GOLDCORP-LT.T1_LF,54.38,-1.85,0.00
10,GOLDCORP-LT.T1_LF,62.80,-2.57,0.00
11,GOLDCORP-LT.T1_LF,63.95,-5.05,0.00
12,GOLDCORP-LT.T1_LF,72.71,-6.25,0.00
13,GOLDCORP-LT.T1_LF,79.88,-7.27,0.00
14,GOLDCORP-LT.T1_LF,81.11,-8.35,0.00
15,GOLDCORP-LT.T1_LF,85.62,-9.74,-12.77
16,GOLDCORP-LT.T1_LF,56.09,-12.05,-66.86
17,GOLDCORP-LT.T1_LF,33.84,-14.15,-107.64
18,GOLDCORP-LT.T1_LF,58.14,-18.04,-120.47
19,GOLDCORP-LT.T1_LF,87.57,-21.51,-129.72
20,GOLDCORP-LT.T1_LF,218.48,-20.32,0.00
21,GOLDCORP-LT.T1_LF,137.84,-12.41,0.00
22,GOLDCORP-LT.T1_LF,124.13,-10.80,0.00
23,GOLDCORP-LT.T1_LF,57.10,-2.23,0.00
24,GOLDCORP-LT.T1_LF,59.26,-0.36,0.00
1,GOREWAY-LT.LFBYZ,44.96,-0.04,0.00
2,GOREWAY-LT.LFBYZ,37.41,-0.04,0.00
3,GOREWAY-LT.LFBYZ,37.44,-0.04,0.00
4,GOREWAY-LT.LFBYZ,37.53,-0.04,0.00
5,GOREWAY-LT.LFBYZ,42.17,-0.04,0.00
6,GOREWAY-LT.LFBYZ,39.45,-0.04,0.00
7,GOREWAY-LT.LFBYZ,52.55,-0.05,0.00
8,GOREWAY-LT.LFBYZ,56.53,-0.06,0.00
9,GOREWAY-LT.LFBYZ,56.12,-0.11,0.00
10,GOREWAY-LT.LFBYZ,65.24,-0.13,0.00
11,GOREWAY-LT.LFBYZ,68.86,-0.14,0.00
12,GOREWAY-LT.LFBYZ,78.81,-0.16,0.00
13,GOREWAY-LT.LFBYZ,86.98,-0.17,0.00
14,GOREWAY-LT.LFBYZ,89.28,-0.18,0.00
15,GOREWAY-LT.LFBYZ,107.91,-0.22,0.00
16,GOREWAY-LT.LFBYZ,134.73,-0.27,0.00
17,GOREWAY-LT.LFBYZ,155.31,-0.31,0.00
18,GOREWAY-LT.LFBYZ,196.25,-0.39,0.00
19,GOREWAY-LT.LFBYZ,238.32,-0.48,0.00
20,GOREWAY-LT.LFBYZ,238.32,-0.48,0.00
21,GOREWAY-LT.LFBYZ,149.95,-0.30,0.00
22,GOREWAY-LT.LFBYZ,134.66,-0.27,0.00
23,GOREWAY-LT.LFBYZ,59.27,-0.06,0.00
24,GOREWAY-LT.LFBYZ,59.56,-0.06,0.00
1,GOREWAY-LT.LFJ,44.96,-0.04,0.00
2,GOREWAY-LT.LFJ,37.41,-0.04,0.00
3,GOREWAY-LT.LFJ,37.44,-0.04,0.00
4,GOREWAY-LT.LFJ,37.53,-0.04,0.00
5,GOREWAY-LT.LFJ,42.17,-0.04,0.00
6,GOREWAY-LT.LFJ,39.45,-0.04,0.00
7,GOREWAY-LT.LFJ,52.55,-0.05,0.00
8,GOREWAY-LT.LFJ,56.53,-0.06,0.00
9,GOREWAY-LT.LFJ,56.12,-0.11,0.00
10,GOREWAY-LT.LFJ,65.24,-0.13,0.00
11,GOREWAY-LT.LFJ,68.86,-0.14,0.00
12,GOREWAY-LT.LFJ,78.81,-0.16,0.00
13,GOREWAY-LT.LFJ,86.98,-0.17,0.00
14,GOREWAY-LT.LFJ,89.28,-0.18,0.00
15,GOREWAY-LT.LFJ,107.91,-0.22,0.00
16,GOREWAY-LT.LFJ,134.73,-0.27,0.00
17,GOREWAY-LT.LFJ,155.31,-0.31,0.00
18,GOREWAY-LT.LFJ,196.25,-0.39,0.00
19,GOREWAY-LT.LFJ,238.32,-0.48,0.00
20,GOREWAY-LT.LFJ,238.32,-0.48,0.00
21,GOREWAY-LT.LFJ,149.95,-0.30,0.00
22,GOREWAY-LT.LFJ,134.66,-0.27,0.00
23,GOREWAY-LT.LFJ,59.27,-0.06,0.00
24,GOREWAY-LT.LFJ,59.56,-0.06,0.00
1,GOREWAY-LT.LFQ,44.96,-0.04,0.00
2,GOREWAY-LT.LFQ,37.41,-0.04,0.00
3,GOREWAY-LT.LFQ,37.44,-0.04,0.00
4,GOREWAY-LT.LFQ,37.53,-0.04,0.00
5,GOREWAY-LT.LFQ,42.17,-0.04,0.00
6,GOREWAY-LT.LFQ,39.45,-0.04,0.00
7,GOREWAY-LT.LFQ,52.55,-0.05,0.00
8,GOREWAY-LT.LFQ,56.53,-0.06,0.00
9,GOREWAY-LT.LFQ,56.12,-0.11,0.00
10,GOREWAY-LT.LFQ,65.24,-0.13,0.00
11,GOREWAY-LT.LFQ,68.86,-0.14,0.00
12,GOREWAY-LT.LFQ,78.81,-0.16,0.00
13,GOREWAY-LT.LFQ,86.98,-0.17,0.00
14,GOREWAY-LT.LFQ,89.28,-0.18,0.00
15,GOREWAY-LT.LFQ,107.91,-0.22,0.00
16,GOREWAY-LT.LFQ,134.73,-0.27,0.00
17,GOREWAY-LT.LFQ,155.31,-0.31,0.00
18,GOREWAY-LT.LFQ,196.25,-0.39,0.00
19,GOREWAY-LT.LFQ,238.32,-0.48,0.00
20,GOREWAY-LT.LFQ,238.32,-0.48,0.00
21,GOREWAY-LT.LFQ,149.95,-0.30,0.00
22,GOREWAY-LT.LFQ,134.66,-0.27,0.00
23,GOREWAY-LT.LFQ,59.27,-0.06,0.00
24,GOREWAY-LT.LFQ,59.56,-0.06,0.00
1,GOREWAYBESS-LT.BATT_LF,44.73,-0.27,0.00
2,GOREWAYBESS-LT.BATT_LF,37.26,-0.19,0.00
3,GOREWAYBESS-LT.BATT_LF,37.29,-0.19,0.00
4,GOREWAYBESS-LT.BATT_LF,37.38,-0.19,0.00
5,GOREWAYBESS-LT.BATT_LF,41.96,-0.25,0.00
6,GOREWAYBESS-LT.BATT_LF,39.30,-0.20,0.00
7,GOREWAYBESS-LT.BATT_LF,52.34,-0.26,0.00
8,GOREWAYBESS-LT.BATT_LF,56.25,-0.34,0.00
9,GOREWAYBESS-LT.BATT_LF,55.90,-0.34,0.00
10,GOREWAYBESS-LT.BATT_LF,65.05,-0.33,0.00
11,GOREWAYBESS-LT.BATT_LF,68.59,-0.41,0.00
12,GOREWAYBESS-LT.BATT_LF,78.57,-0.39,0.00
13,GOREWAYBESS-LT.BATT_LF,86.72,-0.43,0.00
14,GOREWAYBESS-LT.BATT_LF,89.02,-0.45,0.00
15,GOREWAYBESS-LT.BATT_LF,107.59,-0.54,0.00
16,GOREWAYBESS-LT.BATT_LF,134.33,-0.67,0.00
17,GOREWAYBESS-LT.BATT_LF,154.84,-0.77,0.00
18,GOREWAYBESS-LT.BATT_LF,195.67,-0.98,0.00
19,GOREWAYBESS-LT.BATT_LF,237.61,-1.19,0.00
20,GOREWAYBESS-LT.BATT_LF,237.61,-1.19,0.00
21,GOREWAYBESS-LT.BATT_LF,149.50,-0.75,0.00
22,GOREWAYBESS-LT.BATT_LF,134.25,-0.67,0.00
23,GOREWAYBESS-LT.BATT_LF,59.04,-0.30,0.00
24,GOREWAYBESS-LT.BATT_LF,59.32,-0.30,0.00
1,GOREWAYBESS-LT.BATT_TG,44.73,-0.27,0.00
2,GOREWAYBESS-LT.BATT_TG,37.26,-0.19,0.00
3,GOREWAYBESS-LT.BATT_TG,37.29,-0.19,0.00
4,GOREWAYBESS-LT.BATT_TG,37.38,-0.19,0.00
5,GOREWAYBESS-LT.BATT_TG,41.96,-0.25,0.00
6,GOREWAYBESS-LT.BATT_TG,39.30,-0.20,0.00
7,GOREWAYBESS-LT.BATT_TG,52.34,-0.26,0.00
8,GOREWAYBESS-LT.BATT_TG,56.25,-0.34,0.00
9,GOREWAYBESS-LT.BATT_TG,55.90,-0.34,0.00
10,GOREWAYBESS-LT.BATT_TG,65.05,-0.33,0.00
11,GOREWAYBESS-LT.BATT_TG,68.59,-0.41,0.00
12,GOREWAYBESS-LT.BATT_TG,78.57,-0.39,0.00
13,GOREWAYBESS-LT.BATT_TG,86.72,-0.43,0.00
14,GOREWAYBESS-LT.BATT_TG,89.02,-0.45,0.00
